4.161870|0.953693
4.162409|0.667696
4.160187|0.874342
4.160927|0.789714
4.162389|0.790094
4.160658|0.696858
4.161785|0.840877
4.162318|0.732750
4.162155|0.813078
4.161215|0.613791
4.160718|0.655344
4.161566|0.700098
4.159918|0.390610
4.158527|0.591226
4.159957|0.497487
4.158332|0.304614
4.158484|0.337497
4.158194|0.456397
4.157242|0.468998
4.157653|0.506079
4.156034|0.280764
4.151934|0.479021
4.157361|0.517887
4.153182|0.290040
4.152286|0.361229
4.155362|0.474015
4.150762|0.235598
4.152756|0.273585
4.152611|0.367107
4.149517|0.195617
4.152453|0.375275
4.148907|0.218260
4.142025|0.217988
4.152728|0.467868
4.143293|0.087956
4.141442|0.503163
4.148184|0.600134
4.140029|0.125261
4.142566|0.256638
4.145310|0.363539
4.138982|0.274545
4.147488|0.468258
4.142122|0.230258
4.135249|0.284818
4.148223|0.401169
4.138833|0.155213
4.133585|0.607394
4.143488|0.413864
4.135569|0.183301
4.134661|0.303386
4.141252|0.198446
4.134659|0.233544
4.142445|0.444320
4.135301|0.163126
4.130279|0.202353
4.142630|0.430449
4.132111|0.081296
4.121074|0.122689
4.132021|0.176893
4.129261|0.055202
4.121209|0.103862
4.134183|0.090665
4.128536|0.194982
4.135888|0.413808
4.124725|0.081668
4.121793|0.478823
4.131758|0.252752
4.119637|0.051914
4.109958|0.031437
4.119488|0.076586
4.116755|0.032766
4.110225|0.033923
4.117922|0.052027
4.109665|0.070257
4.121364|0.341901
4.109295|0.043131
4.109052|0.170951
4.115376|0.194351
4.105179|0.027580
4.100128|0.068007
4.110184|0.083876
4.105463|0.027567
4.099355|0.035425
4.102808|0.044823
4.097929|0.047451
4.112818|0.196235
4.099630|0.035695
4.101000|0.223610
4.106345|0.139955
4.096475|0.033913
4.095136|0.499558
4.105503|0.365414
4.098832|0.038118
4.095413|0.488894
4.095688|0.067992
4.092874|0.035233
4.107726|0.169674
4.093455|0.035290
4.095376|0.108756
4.102466|0.120637
4.090340|0.030006
4.091167|0.437052
4.100282|0.359980
4.092786|0.022924
4.087833|0.473824
4.084101|0.029827
4.090099|0.040839
4.105254|0.351813
4.076827|0.026571
4.091653|0.116239
4.152183|0.857064
4.157550|1.020808
4.158789|1.016760
4.151928|0.790142
4.155993|0.612449
4.155468|0.793612
4.155231|0.527384
4.152837|0.534474
4.149683|0.414921
4.152397|0.449885
4.149260|0.220327
4.147412|0.720004
4.150137|0.292053
4.150004|0.059764
4.141016|0.247146
4.151534|0.571632
4.152770|0.833001
4.137438|0.278743
4.135599|0.373331
4.135990|0.371727
4.146592|0.206153
4.117089|0.336268
4.127566|0.099664
4.146590|0.097706
4.126278|0.053765
4.126458|0.358926
4.142954|0.045811
4.095906|0.171350
4.122077|0.121289
4.144440|0.229706
4.145757|0.306302
4.121298|0.191597
4.121986|0.179809
4.123589|0.165628
4.136990|0.100271
4.106688|0.154463
