4.163599|0.463083
4.162983|0.655652
4.163816|0.381575
4.161810|0.764737
4.160445|0.603844
4.162862|0.855400
4.162749|0.366724
4.161462|0.816166
4.161976|0.781543
4.161327|0.531608
4.161721|0.675579
4.161163|0.484684
4.161096|0.217633
4.161741|0.486577
4.160848|0.294726
4.161123|0.586667
4.160573|0.208621
4.159168|0.356122
4.158638|0.168538
4.161210|0.658520
4.158684|0.287403
4.159039|0.582001
4.160495|0.576931
4.158006|0.372241
4.158414|0.516444
4.157647|0.340148
4.156095|0.201201
4.156753|0.245629
4.156258|0.243294
4.158952|0.629484
4.153381|0.229829
4.152922|0.258732
4.152312|0.513742
4.160195|0.908974
4.150251|0.288323
4.154404|1.039147
4.157587|0.936452
4.151729|0.774451
4.152583|0.696072
4.152781|0.666335
4.144989|0.366865
4.140328|0.411631
4.144581|0.393498
4.157453|0.730373
4.129450|0.435719
4.137020|0.600159
4.145454|0.471711
4.159842|0.826277
4.120516|0.220973
4.151791|0.651163
4.156398|0.564885
4.146075|0.290675
4.136913|0.465382
4.147835|0.306475
4.128550|0.097470
4.108267|0.222111
4.132807|0.211195
4.154105|0.453601
4.114161|0.091566
4.124389|0.078163
4.132807|0.067715
4.155962|0.513908
4.111343|0.129738
4.142373|0.358877
4.149702|0.261825
4.132806|0.036824
4.125768|0.152589
4.137909|0.124371
4.119425|0.067908
4.100039|0.036610
4.117182|0.144879
4.137900|0.401012
4.108482|0.073127
4.115893|0.038999
4.121915|0.015197
4.149954|0.614665
4.106722|0.054362
4.132897|0.292755
4.130686|0.305348
4.121750|0.032152
4.107224|0.169490
4.124631|0.070301
4.111002|0.052039
4.096637|0.029634
4.104163|0.098419
4.128332|0.219944
4.103982|0.044389
4.106795|0.014531
4.110371|0.015834
4.143784|0.765166
4.101569|0.080744
4.123822|0.279963
4.125021|0.168915
4.114768|0.080207
4.100801|0.087650
4.116398|0.075756
4.106205|0.077009
4.091178|0.013851
4.099360|0.071051
4.124419|0.255434
4.099043|0.041800
4.102086|0.049278
4.106394|0.100955
4.142584|0.535140
4.096696|0.028091
4.117768|0.291050
4.120424|0.159124
4.110841|0.071989
4.095227|0.097452
4.108148|0.066914
4.101445|0.050638
4.087195|0.009989
4.094172|0.081203
4.119221|0.196663
4.094910|0.015528
4.097503|0.041889
4.102603|0.094738
4.140822|0.470156
4.092426|0.037703
4.111438|0.359877
4.115245|0.050121
4.107749|0.040903
4.090424|0.170549
4.099333|0.157043
4.097314|0.023358
4.083897|0.009875
4.089337|0.059904
4.113673|0.155299
4.091274|0.016334
4.091940|0.063829
4.097675|0.034381
4.137588|0.526823
4.088483|0.026319
4.103749|0.273977
4.109546|0.085731
4.103447|0.049697
4.084191|0.123227
4.089912|0.094280
4.093111|0.021142
4.080910|0.016007
4.084254|0.046047
4.107754|0.142994
4.086734|0.023394
4.085560|0.029409
4.091652|0.015270
4.130373|0.348586
4.081645|0.041101
4.096649|0.176078
4.102643|0.048703
4.097085|0.058274
4.077407|0.056048
4.081879|0.053718
4.085596|0.018738
4.072428|0.003051
4.076684|0.044439
4.099200|0.103678
4.079364|0.021743
4.078348|0.016293
4.084876|0.004680
4.124184|0.235435
4.074268|0.023799
4.090196|0.136205
4.094047|0.057479
4.090911|0.005183
4.070970|0.040055
4.075429|0.031124
4.080654|0.012481
4.065455|0.004388
4.071526|0.061756
4.090144|0.092388
4.073269|0.011973
4.074901|0.010379
4.081765|0.002887
4.121202|0.584642
4.068701|0.023598
4.086240|0.157320
4.086886|0.039493
4.086134|0.003215
4.066443|0.037848
4.071179|0.023690
4.076234|0.009427
4.058486|0.002442
4.066387|0.057457
4.082486|0.106641
4.066611|0.013825
4.070489|0.005755
4.077682|0.002126
4.117517|0.446506
4.062711|0.015931
4.082085|0.145159
4.080884|0.037965
4.078734|0.002826
4.062243|0.028570
4.065886|0.022855
4.069773|0.008640
4.051476|0.006229
4.061361|0.028353
4.076021|0.105930
4.060863|0.012334
4.061697|0.006898
4.064333|0.000965
4.109016|0.275911
4.057492|0.013790
4.073225|0.114184
4.075860|0.039740
4.063931|0.001673
4.058817|0.029237
4.058008|0.028040
4.062809|0.010567
4.046492|0.002202
4.057598|0.049369
4.071945|0.064586
4.057198|0.011797
4.057178|0.009340
4.059732|0.001513
4.106118|0.226159
4.053998|0.023118
4.071089|0.137948
4.072082|0.042172
4.060636|0.001496
4.055366|0.046511
4.055667|0.040052
4.060412|0.008305
4.042789|0.001855
4.053767|0.047903
4.068200|0.073757
4.054547|0.008849
4.054542|0.006290
4.057688|0.001081
4.103940|0.205419
4.051250|0.014558
4.069052|0.103582
4.068311|0.042133
4.058185|0.001043
4.051894|0.027293
4.053070|0.022139
4.058058|0.008108
4.040345|0.001234
4.050030|0.040527
4.064775|0.074266
4.052149|0.008977
4.052090|0.005373
4.055899|0.000775
4.102177|0.143367
4.048162|0.013298
4.067389|0.090938
4.064542|0.043329
4.055931|0.000936
4.048627|0.021681
4.051033|0.026141
4.055320|0.004313
4.037467|0.000891
4.046329|0.037848
4.060668|0.061237
4.049254|0.005798
4.050371|0.006701
4.054496|0.000722
4.099488|0.075651
4.045101|0.015577
4.065859|0.071295
4.061234|0.051542
4.053672|0.000780
4.045943|0.021118
4.049427|0.026635
4.052911|0.004635
4.034984|0.000678
4.043696|0.033721
4.057314|0.063309
4.047067|0.006928
4.049235|0.003467
4.053718|0.000415
4.096819|0.082199
4.043148|0.017715
4.064373|0.072558
4.058854|0.049517
4.052234|0.000864
4.043399|0.021187
4.047934|0.031784
4.051296|0.007411
4.033666|0.000976
4.040875|0.022779
4.054335|0.062038
4.045639|0.009861
4.048415|0.004283
4.052966|0.000355
4.093909|0.070086
4.041655|0.015335
4.062716|0.080910
4.056312|0.042598
4.051197|0.000355
4.040440|0.017913
4.046317|0.025674
4.049863|0.005758
4.032505|0.000516
4.038717|0.018569
4.051932|0.059016
4.044282|0.008175
4.047549|0.003663
4.052221|0.000253
4.090176|0.069794
4.040254|0.021785
4.061123|0.062412
4.054576|0.054791
4.050124|0.000421
4.038592|0.018050
4.044991|0.034492
4.048433|0.005819
4.031410|0.000368
4.037492|0.021420
4.050391|0.054568
4.043056|0.005461
4.046898|0.002264
4.051535|0.000214
4.083874|0.058611
4.039163|0.035970
4.060061|0.077508
4.053622|0.042591
4.049113|0.000485
4.037610|0.018080
4.044148|0.031720
4.047397|0.005920
4.030610|0.000633
4.036748|0.030270
4.049390|0.058370
4.042262|0.020189
4.046312|0.004039
4.050880|0.000307
4.077782|0.039642
4.038400|0.012184
4.059194|0.079741
4.052773|0.044750
4.048365|0.000601
4.036792|0.022799
4.043389|0.030487
4.046581|0.012154
4.030098|0.001453
4.035948|0.013154
4.048370|0.061978
4.041636|0.019932
4.045748|0.002961
4.050082|0.000307
4.074645|0.045080
4.037793|0.004842
4.058197|0.079855
4.052110|0.054836
4.047376|0.000752
4.036163|0.022423
4.042536|0.034990
4.045672|0.010203
4.029723|0.000419
4.035398|0.011861
4.047588|0.059591
4.041161|0.018738
4.045044|0.006927
4.048541|0.000295
4.072337|0.025212
4.037325|0.006199
4.057187|0.092182
4.051352|0.044064
4.046126|0.000485
4.035656|0.026741
4.041678|0.030499
4.044761|0.003934
4.029484|0.000427
4.034832|0.044905
4.046025|0.044324
4.040709|0.007492
4.044388|0.004962
4.047138|0.000394
4.070126|0.028928
4.036859|0.020070
4.056141|0.061624
4.047404|0.051982
4.045314|0.000407
4.035110|0.019795
4.040976|0.032769
4.044190|0.004341
4.029311|0.000362
4.034416|0.048540
4.039254|0.054378
4.040412|0.006329
4.044054|0.001664
4.046616|0.000246
4.068038|0.017809
4.036554|0.016367
4.055301|0.067774
4.043487|0.047564
4.044919|0.000465
4.034604|0.018880
4.040370|0.036670
4.043714|0.003055
4.029053|0.000359
4.033947|0.032027
4.038206|0.044245
4.040020|0.006386
4.043767|0.004763
4.046266|0.000345
4.065702|0.014892
4.036123|0.009468
4.054440|0.068871
4.042938|0.043157
4.044548|0.000311
4.034008|0.018409
4.039843|0.027277
4.043328|0.002916
4.028838|0.000284
4.033558|0.021617
4.037395|0.048661
4.039701|0.007120
4.043509|0.001812
4.045977|0.000196
4.063766|0.014540
4.035805|0.009749
4.053854|0.053714
4.042539|0.057060
4.044277|0.000380
4.033607|0.017358
4.039512|0.040317
4.043015|0.002650
4.028694|0.000264
4.033201|0.018162
4.036808|0.041847
4.039433|0.004520
4.043336|0.002700
4.045759|0.000174
4.061962|0.013586
4.035540|0.009114
4.053462|0.062700
4.041986|0.045082
4.044101|0.000217
4.033265|0.017460
4.039263|0.028981
4.042759|0.001039
4.028586|0.000179
4.032915|0.022541
4.035833|0.047344
4.039218|0.005565
4.043180|0.001536
4.045592|0.000141
4.060089|0.013574
4.035328|0.010230
4.053129|0.051515
4.040768|0.054393
4.043928|0.000251
4.033052|0.017415
4.039083|0.042714
4.042524|0.003807
4.028468|0.000183
4.032661|0.019834
4.034312|0.040535
4.039030|0.005553
4.043049|0.002352
4.045445|0.000124
4.057778|0.011839
